id,team_abbr,first_name,last_name,position,archetype,football_iq,speed,carrying,agility,catching,route_running,zone_coverage,man_coverage,strength,tackle,pass_block,run_block,pass_rush,run_defense,throw_power,throw_accuracy,kick_accuracy,kick_power,punt_accuracy,punt_power,is_redshirt,is_redshirting
87323,STMN,Jeffrey,Dillard,ATH,Field General,32,29,10,25,11,8,10,24,20,24,2,5,9,25,22,17,0,7,8,8,0,0
87381,STMN,Jose,Jimenez,ATH,Soccer Player,13,19,9,29,12,7,7,7,18,9,3,5,9,4,7,6,26,19,19,23,0,0
87477,STMN,Melvin,Daniel,ATH,Field General,31,36,9,24,14,8,7,23,27,17,9,0,9,28,20,18,5,9,8,2,0,0
87211,STO,Jeffrey,Whiting,ATH,Bandit,12,32,9,31,5,8,44,22,20,19,3,6,15,21,9,12,8,4,8,3,0,0
87296,STO,Alfonso,Ram,ATH,Bandit,14,31,10,35,8,9,28,36,23,19,4,1,13,24,6,6,8,9,4,7,0,0
87873,STO,Srinivas,Clark,ATH,Weakside,29,37,9,36,6,8,21,31,30,33,3,0,14,16,7,14,2,0,2,7,0,0
85355,SUU,Chad,Harrison,ATH,Slotback,17,34,26,30,32,37,18,14,58,13,25,25,4,1,17,18,7,9,8,7,0,0
86367,SUU,Roger,Cummings,ATH,Weakside,20,36,14,44,19,10,39,20,32,21,8,7,24,19,10,13,3,0,2,7,0,0
88179,SUU,Sean,Hollingsworth,ATH,Weakside,28,30,8,22,13,8,33,19,32,19,5,6,19,8,5,6,1,9,9,8,0,0
87345,TAMC,Ivan,Guerrero,ATH,Soccer Player,15,17,9,29,14,8,2,0,20,5,5,6,9,5,12,10,30,22,34,19,0,0
87659,TAMC,John,Harter,ATH,Wingback,28,49,9,24,22,24,9,7,24,6,5,15,5,6,7,11,7,4,1,7,0,0
87744,TAMC,Samir,Steele,ATH,Return Specialist,16,41,9,26,15,13,25,18,12,15,4,6,8,1,10,10,8,2,7,3,0,0
87118,TAR,Douglas,Miller,ATH,Soccer Player,11,20,7,26,13,6,5,5,13,6,1,7,6,3,11,12,24,29,31,19,0,0
88436,TAR,Charles,Moller,ATH,Weakside,31,26,10,39,15,8,35,24,21,32,8,6,18,18,13,8,1,0,8,5,0,0
88984,TAR,Richard,Jensen,ATH,Slotback,30,28,8,15,19,23,7,10,50,6,5,23,7,8,7,12,1,6,5,9,0,0
84925,TEMP,Bryn,Gavidia,ATH,Triple-Threat,24,51,30,30,31,26,14,15,18,13,17,11,0,1,29,32,8,10,1,3,0,0
88980,TEMP,Donald,Barker,ATH,Lineman,29,21,10,18,8,3,7,23,46,32,20,30,27,16,5,7,6,7,9,6,0,0
88996,TEMP,Isaiah,Turner,ATH,Wingback,32,36,9,27,25,23,11,11,29,12,12,18,0,6,9,10,0,3,7,7,0,0
84608,TENN,Albert,Trigg,ATH,Strongside,31,40,20,39,17,11,22,37,48,39,9,14,23,35,17,17,10,5,5,6,0,1
86226,TENN,Jose,Gomez,ATH,Triple-Threat,24,47,27,28,28,25,18,16,22,10,13,11,8,5,32,25,10,5,8,0,0,1
84991,TNST,William,Bresler,ATH,Triple-Threat,21,53,35,30,31,21,17,22,20,19,16,16,5,9,28,33,17,15,5,9,0,0
85478,TNST,Ralph,Wright,ATH,Wingback,18,46,25,33,27,29,15,15,20,17,13,18,1,4,15,17,6,1,8,5,0,0
85864,TNST,Samuel,Wang,ATH,Weakside,23,45,13,31,13,8,22,25,27,27,5,1,16,10,15,12,4,8,1,7,0,0
85293,TNTC,Thomas,Jack,ATH,Bandit,26,43,13,32,19,9,28,34,32,34,3,0,17,24,12,12,7,0,2,0,0,0
85621,TNTC,Gregory,Mcmahon,ATH,Field General,35,42,16,26,18,1,25,20,31,21,7,2,12,30,28,28,3,7,2,9,0,0
86118,TNTC,Richard,Jones,ATH,Triple-Threat,17,51,25,33,32,29,14,16,23,13,10,16,9,1,27,32,12,12,6,8,0,0
85073,TOW,Brian,Wilson,ATH,Strongside,26,37,11,39,14,6,25,33,49,35,8,4,20,32,13,13,0,1,8,3,0,0
85496,TOW,Fritz,Temple,ATH,Strongside,23,36,12,26,20,0,19,17,54,39,7,1,23,24,17,14,9,5,3,3,0,0
86142,TOW,David,Guinn,ATH,Field General,39,34,11,26,10,9,29,21,33,28,8,5,10,34,26,30,1,4,6,0,0,0
84481,TULS,Richard,Smith,ATH,Weakside,32,42,15,31,20,19,29,32,28,34,7,6,25,27,24,23,8,11,8,14,0,1
84544,TULS,Victor,Rodenberger,ATH,Strongside,31,43,15,43,22,12,38,33,48,29,5,14,25,28,17,16,7,5,6,13,0,1
84858,TULS,Danny,Teague,ATH,Wingback,29,42,24,39,44,34,16,24,19,17,19,16,11,11,18,24,12,9,11,5,0,1
85942,TULS,Robert,Richter,ATH,Slotback,21,41,27,28,35,27,13,19,50,15,18,36,6,7,14,11,4,1,6,3,0,1
86504,TULS,Harjinder,Lie,ATH,Triple-Threat,17,48,32,30,33,17,19,16,21,18,12,11,2,0,27,29,11,6,3,3,0,1
86806,TULS,Nicholas,Brewer,ATH,Strongside,25,44,10,26,20,3,27,31,51,21,6,2,19,25,11,12,2,4,6,2,0,1
89950,TULS,Sergio,Mata,ATH,Lineman,29,17,4,23,5,0,7,17,39,16,27,29,23,11,3,0,5,4,6,3,0,0
90118,TULS,Donald,Harlan,ATH,Lineman,21,22,8,18,2,3,2,12,42,14,12,25,14,20,2,6,6,7,9,6,0,0
90361,TULS,Melvin,Davis,ATH,Lineman,26,14,6,11,3,8,1,18,42,18,24,17,10,24,2,2,1,5,7,2,0,0
88369,TXST,Paul,Powers,ATH,Triple-Threat,30,39,10,23,29,19,8,11,19,14,11,8,2,9,21,20,11,6,4,9,0,0
84912,UCLA,Jonathan,Pasley,ATH,Field General,38,42,22,33,24,11,32,29,25,27,7,9,12,27,29,29,12,13,13,9,0,0
89146,UCLA,Parminder,Wei,ATH,Weakside,30,44,8,27,12,9,30,23,26,15,2,5,17,12,12,5,5,1,8,7,0,0
84461,UGA,Russell,Halstead,ATH,Field General,41,40,17,32,15,12,20,16,37,30,12,13,12,29,31,34,9,5,8,9,0,0
84815,UHOU,Nathan,Lancaster,ATH,Bandit,34,36,15,44,15,5,37,49,29,37,5,14,22,24,21,19,10,10,6,9,0,1
86056,UHOU,Adam,Isaac,ATH,Triple-Threat,24,45,34,27,24,20,16,14,22,13,14,16,1,6,25,24,18,13,0,6,0,0
86333,UHOU,Yong,Ashworth,ATH,Soccer Player,19,26,11,32,18,2,6,5,20,11,0,1,8,9,9,14,31,33,20,24,0,0
85615,UMD,Patrick,Gilmore,ATH,Strongside,24,39,15,37,26,6,30,16,43,36,1,8,21,34,16,10,3,8,4,1,0,0
85555,UNC,Geoffrey,Mitchel,ATH,Bandit,24,47,19,40,11,5,26,39,31,35,2,1,23,21,16,12,3,9,3,5,0,0
86339,UNC,Patrick,Meyer,ATH,Weakside,22,36,13,44,18,9,23,27,35,20,6,4,17,24,18,17,7,4,6,2,0,0
87449,UNH,Ricardo,Rodriguez,ATH,Strongside,17,39,12,33,8,5,17,18,44,27,8,2,20,15,7,12,6,2,1,9,0,0
87756,UNH,Gerald,Pound,ATH,Return Specialist,16,36,8,23,14,14,31,19,19,18,1,3,8,1,12,5,0,6,0,9,0,0
84712,UNLV,Steven,Hoag,ATH,Wingback,28,54,33,38,31,32,35,35,25,20,17,16,11,11,23,15,5,8,9,6,0,0
85104,URI,Walter,Martinez,ATH,Bandit,29,41,12,44,28,14,27,39,30,38,9,9,16,20,12,16,4,1,1,5,0,0
85357,URI,Eugenio,Ruiz,ATH,Lineman,29,23,13,27,7,2,6,23,45,37,21,34,28,27,17,15,9,5,8,2,0,0
85683,URI,Fredric,Barg,ATH,Wingback,17,53,24,28,27,31,22,12,22,14,18,13,9,3,18,14,0,6,9,2,0,0
85688,URI,Keith,Brucia,ATH,Bandit,25,44,17,38,23,11,41,43,28,31,9,2,20,20,14,19,9,4,0,5,0,0
86952,USD,Sanford,Lynch,ATH,Lineman,27,23,8,18,8,9,6,17,43,24,17,16,16,28,6,9,4,1,3,3,0,0
87086,USD,Jose,Pena,ATH,Strongside,26,33,14,30,21,9,27,28,48,27,6,9,10,21,10,6,2,4,0,3,0,0
87156,USD,John,Kimak,ATH,Triple-Threat,29,43,12,27,21,20,13,9,16,10,13,11,10,6,26,25,11,9,9,2,0,0
85487,UTM,William,Antonsen,ATH,Slotback,20,31,29,33,24,36,19,13,49,14,27,36,6,0,10,12,7,3,2,8,0,0
85772,UTM,Nasser,Brandon,ATH,Lineman,26,29,19,21,7,9,4,25,47,30,29,28,33,28,19,11,0,0,8,3,0,0
86732,UTM,Raul,Flores,ATH,Soccer Player,19,28,12,34,14,3,6,7,16,9,5,9,9,1,8,12,30,26,24,26,0,0
87874,UTU,Rafael,Garcia,ATH,Weakside,30,33,10,29,22,10,39,32,20,23,4,8,11,5,14,13,6,9,3,1,0,0
88605,UTU,Johnny,Bowden,ATH,Return Specialist,14,44,8,22,17,10,30,18,12,10,9,0,10,1,14,8,0,0,3,9,0,0
87433,UWG,Christopher,Marchant,ATH,Lineman,31,29,10,15,5,0,9,20,46,25,31,33,16,15,7,11,1,0,6,8,0,0
88253,UWG,Timothy,Logan,ATH,Strongside,24,35,11,29,13,8,34,17,46,31,8,2,18,30,9,13,9,5,6,0,0,0
88294,VAL,James,Mccolligan,ATH,Bandit,15,33,9,29,8,8,34,32,32,19,9,2,12,21,14,13,0,2,0,2,0,0
88887,VAL,Woodrow,Mitchell,ATH,Field General,31,31,9,27,6,5,10,19,34,21,5,6,9,27,24,21,7,6,5,4,0,0
89439,VAL,David,Hartsfield,ATH,Lineman,20,23,9,13,6,3,6,14,36,10,27,13,11,23,6,1,4,0,8,8,0,0
89712,VAL,Rafael,Florez,ATH,Triple-Threat,26,39,7,18,23,9,2,10,10,9,9,0,8,0,19,15,2,8,7,9,0,0
89888,VAL,Richard,Ward,ATH,Weakside,27,24,0,15,19,5,25,27,23,18,1,2,5,14,4,4,3,0,7,2,0,0
90114,VAL,William,Zielinski,ATH,Slotback,23,26,5,11,11,22,2,5,38,8,2,26,5,6,6,5,2,8,7,6,0,0
90186,VAL,Carl,Turney,ATH,Triple-Threat,18,33,6,18,7,3,2,6,10,1,3,4,1,1,13,16,1,1,1,4,0,0
90335,VAL,Mark,Fulop,ATH,Strongside,10,30,5,26,9,0,26,15,36,23,7,1,12,11,5,9,0,2,8,8,0,0
90400,VAL,William,Stanley,ATH,Wingback,24,34,8,21,23,15,3,7,15,2,3,3,9,8,2,9,6,9,0,2,0,0
90432,VAL,Juan,Busquets,ATH,Soccer Player,10,12,2,20,10,4,7,5,12,3,0,5,9,5,4,8,28,15,26,25,0,0
90469,VAL,Dennis,Ponder,ATH,Strongside,17,25,1,26,6,1,29,7,41,10,1,5,15,10,2,9,1,3,4,1,0,0
90840,VAL,Michael,Broadbent,ATH,Strongside,17,33,0,27,14,8,20,16,44,20,3,7,13,13,9,0,3,4,6,8,0,0
85070,VILL,Edward,Williams,ATH,Return Specialist,21,40,17,25,24,17,19,11,17,14,4,3,9,0,13,11,0,3,7,9,0,0
85212,VILL,Ronald,Williams,ATH,Strongside,25,35,12,35,20,4,29,18,50,28,6,9,25,21,15,10,6,4,5,9,0,0
85903,VILL,Jeffrey,Higgs,ATH,Wingback,26,58,29,38,43,34,16,21,22,21,18,20,10,5,19,20,7,8,8,11,0,0
89299,VT,Matthew,Iacono,ATH,Wingback,25,44,5,20,23,16,3,8,8,1,0,4,5,6,3,1,2,6,1,3,0,0
90009,VT,Lawrence,Yee,ATH,Lineman,24,21,4,15,3,4,8,10,37,19,27,29,24,15,0,5,5,1,3,2,0,0
90313,VT,Paul,Pierce,ATH,Lineman,28,23,0,10,7,2,0,13,42,29,28,25,20,17,5,9,8,6,5,3,0,0
87063,WAG,Thomas,Benson,ATH,Lineman,32,24,9,24,6,5,1,20,44,32,25,25,28,27,9,6,9,2,3,6,0,0
87422,WAG,Michael,Bunn,ATH,Field General,28,32,9,26,5,9,14,15,33,25,6,2,9,29,20,20,0,6,5,0,0,0
87636,WAG,Jerzy,Wood,ATH,Wingback,30,48,9,23,21,20,11,10,21,5,14,19,3,0,7,12,0,5,4,6,0,0
87714,WAG,David,Witzel,ATH,Strongside,24,30,14,27,19,2,28,17,45,25,0,8,15,16,11,8,3,6,0,5,0,0
87993,WASH,Anthony,Chisholm,ATH,Lineman,31,28,10,28,8,7,2,22,46,17,33,29,24,17,10,7,7,6,8,0,0,1
85021,WEBB,Ronaldo,Kaur,ATH,Bandit,23,41,12,38,18,10,28,39,39,28,4,7,19,27,14,12,7,9,8,6,0,0
85024,WEBB,James,Alderson,ATH,Field General,37,34,12,30,14,4,12,18,38,24,2,0,10,31,24,28,6,7,0,9,0,0
86576,WEBB,Seth,Durocher,ATH,Triple-Threat,23,40,34,29,21,29,13,15,22,14,15,13,1,7,30,31,11,7,3,1,0,0
85143,WMU,Eugene,Haywood,ATH,Slotback,20,34,20,29,23,31,18,19,46,16,23,25,2,4,13,11,3,0,7,8,0,0
85795,WMU,Steven,Tharp,ATH,Strongside,21,38,16,38,10,2,32,34,46,38,1,2,16,22,16,17,1,3,5,0,0,0
86724,WVU,Jack,Goldstein,ATH,Slotback,22,38,24,31,36,35,17,17,58,12,15,36,2,6,16,14,2,8,5,5,0,1
87642,WVU,Tod,Augustine,ATH,Lineman,30,20,8,29,6,6,2,17,48,20,24,31,23,24,5,9,0,2,3,2,0,1
88626,WVU,Kurt,Merckx,ATH,Weakside,31,42,8,24,22,7,26,28,31,21,1,1,14,14,11,8,4,7,1,8,0,0
89044,WVU,Joshua,Baldwin,ATH,Soccer Player,16,17,9,25,13,6,1,1,14,8,4,9,9,4,14,12,22,30,32,20,0,0
89194,WVU,George,Trevino,ATH,Wingback,27,45,9,29,26,21,9,12,12,7,9,13,9,0,5,12,0,9,7,8,0,0
88768,,Amado,Vasquez,ATH,Triple-Threat,31,36,8,23,15,12,9,7,10,8,7,9,8,0,17,21,7,8,4,4,0,0
88792,,John,Vogt,ATH,Field General,32,34,10,25,13,2,9,23,23,23,5,1,8,20,21,24,4,2,1,9,0,0
89187,,Louis,Kropf,ATH,Soccer Player,15,22,10,25,16,9,8,7,15,6,0,1,9,4,11,9,32,21,19,30,0,0
89311,,Martin,Zuniga,ATH,Field General,25,28,3,19,7,0,17,5,20,15,6,8,3,15,19,15,8,4,6,4,0,0
89554,,James,Marvel,ATH,Bandit,9,32,1,23,4,1,17,16,16,29,9,1,11,10,4,2,3,2,3,6,0,0
89580,,Carl,Kim,ATH,Strongside,11,26,4,16,15,0,29,23,36,11,3,4,13,24,7,9,4,8,8,1,0,0
89593,,Gregory,Delap,ATH,Weakside,23,24,4,33,13,5,29,13,23,22,4,5,10,9,5,7,2,1,7,6,0,0
89632,,Michael,Bowman,ATH,Wingback,27,44,0,20,28,22,7,6,20,7,2,7,4,0,7,1,4,0,9,9,0,0
89633,,Nicholas,Harmon,ATH,Return Specialist,11,34,3,20,14,8,21,8,9,6,4,6,2,0,7,8,1,8,1,9,0,0
89701,,Quentin,Tartaglia,ATH,Slotback,22,20,7,21,10,27,5,13,40,6,1,16,6,6,2,4,7,3,9,0,0,0
89768,,Peter,Davis,ATH,Field General,21,30,1,20,6,7,11,5,22,16,4,5,7,17,18,19,8,0,7,8,0,0
89819,,Stephen,Hyde,ATH,Slotback,29,23,7,11,12,19,1,13,48,2,7,26,6,4,5,7,5,6,7,5,0,0
89848,,Joel,Nuno,ATH,Lineman,31,24,2,24,2,8,10,17,39,21,19,14,13,21,6,4,10,8,6,5,0,0
89854,,Mark,Berry,ATH,Triple-Threat,25,34,7,18,23,19,9,14,8,9,1,5,8,3,15,19,4,6,5,2,0,0
89864,,Timothy,Gradney,ATH,Soccer Player,7,10,9,21,9,9,6,1,11,6,8,6,0,7,8,2,22,15,19,25,0,0
89868,,Dong,Nguyen,ATH,Soccer Player,9,19,8,27,11,8,6,8,5,9,7,6,5,2,5,0,16,27,16,16,0,0
89881,,Rogelio,Rosales,ATH,Bandit,9,37,7,26,16,0,34,33,28,12,0,8,12,11,4,8,4,5,2,0,0,0
89891,,Norman,Todd,ATH,Slotback,23,26,5,13,12,27,6,11,36,8,5,25,5,0,8,7,9,4,2,8,0,0
89928,,Cleveland,Covington,ATH,Soccer Player,11,12,7,26,11,9,2,7,7,2,9,6,4,1,2,5,22,18,20,10,0,0
90004,,Anthony,Kane,ATH,Weakside,26,25,0,26,6,1,28,22,27,14,7,3,5,12,1,7,0,0,8,3,0,0
90028,,Brian,Moes,ATH,Strongside,17,30,4,28,8,1,21,5,44,28,0,8,6,19,3,6,8,9,8,4,0,0
90045,,David,Martin,ATH,Bandit,9,31,2,25,10,3,12,30,25,20,2,1,5,11,4,5,4,6,4,1,0,0
90131,,Jack,Plata,ATH,Bandit,9,32,9,24,11,3,18,24,15,10,4,1,8,13,3,8,4,3,9,7,0,0
90178,,Timothy,Judkins,ATH,Slotback,26,20,7,22,11,16,9,13,45,8,6,17,0,8,6,3,8,7,9,0,0,0
90235,,Jeffrey,Fosson,ATH,Wingback,27,38,0,16,26,17,4,13,23,7,3,7,6,3,7,9,9,4,9,4,0,0
90268,,Scott,Burns,ATH,Wingback,24,42,4,23,20,16,5,12,14,9,1,7,6,3,5,3,5,9,2,3,0,0
90331,,Liesl,Keefe,ATH,Field General,27,30,4,18,0,1,16,5,23,15,8,9,9,11,17,15,1,6,9,2,0,0
90439,,Norman,Anderson,ATH,Bandit,9,35,6,26,5,5,17,19,27,27,4,6,6,5,2,9,9,3,2,9,0,0
90449,,Jason,Anderson,ATH,Bandit,9,19,1,23,4,1,25,11,17,8,5,1,9,15,1,1,1,1,4,1,0,0
90494,,Alfredo,Gallardo,ATH,Strongside,10,29,8,20,9,1,28,8,35,15,7,2,9,24,0,6,5,7,4,8,0,0
90507,,Dwight,Berns,ATH,Bandit,8,22,7,34,14,3,20,31,20,17,5,8,6,6,2,9,5,8,0,3,0,0
90549,,Salvador,Goetz,ATH,Strongside,20,34,5,25,13,3,30,24,37,27,3,3,16,12,3,5,6,9,3,7,0,0
90703,,Sergio,Bissonnette,ATH,Field General,23,26,2,17,4,3,11,8,20,15,5,6,2,11,15,18,9,6,1,6,0,0
90709,,David,Aldrich,ATH,Bandit,11,30,2,20,6,5,29,28,29,16,6,7,8,14,1,5,2,3,3,3,0,0
90749,,Kevin,Purcell,ATH,Strongside,20,34,9,28,12,8,15,20,36,22,6,8,11,12,3,1,7,6,0,5,0,0
90767,,Michael,Grier,ATH,Bandit,10,39,5,34,10,4,23,17,20,28,2,2,11,16,8,8,9,0,9,1,0,0
90797,,Luis,Martinez,ATH,Weakside,25,23,5,31,3,9,17,22,24,10,2,5,5,11,2,2,1,9,1,2,0,0
90824,,Patrick,Swartz,ATH,Triple-Threat,29,38,7,24,12,18,7,10,10,0,2,2,7,6,17,19,1,3,2,9,0,0
90839,,Bernard,Buffington,ATH,Field General,23,30,0,20,4,7,7,9,24,16,9,1,4,19,15,19,5,3,8,3,0,0
90860,,Jesus,Ortiz,ATH,Wingback,21,27,7,18,22,18,6,13,7,1,8,1,2,1,0,7,9,6,4,3,0,0
